customer_id,full_name,city,country,film_title,category,film_length,rental_id,rental_date,return_date,revenue,store_id,inventory_id,staff_id,rental_duration,date,time,year_month
368,Arce Harry,Najafabad,Iran,Frost Head,Classics,82,1186,2005-06-15 00:56:45,2005-06-16 02:23:45,0.99,1,1556,1,1,2005-06-15,00:56:45,2005-06
173,Ray Audrey,Graz,Austria,Barbarella Streetcar,Sci-Fi,65,1188,2005-06-15 01:04:07,2005-06-19 03:48:07,2.99,2,246,2,4,2005-06-15,01:04:07,2005-06
244,Hanson Viola,Lapu-Lapu,Philippines,Antitrust Tomatoes,Action,168,1189,2005-06-15 01:04:22,2005-06-24 06:48:22,6.99,2,142,2,9,2005-06-15,01:04:22,2005-06
370,Truong Wayne,Gulbarga,India,Massacre Usual,Games,165,1190,2005-06-15 01:05:32,2005-06-23 02:34:32,6.99,2,2572,2,8,2005-06-15,01:05:32,2005-06
186,Fox Holly,Haldia,India,Tourist Pelican,Sports,152,1192,2005-06-15 01:18:39,2005-06-19 22:46:39,4.99,1,4134,1,4,2005-06-15,01:18:39,2005-06
561,Still Ian,Garland,United States,Won Dares,Music,105,1193,2005-06-15 01:24:20,2005-06-21 02:29:20,2.99,2,4504,2,6,2005-06-15,01:24:20,2005-06
402,Yanez Luis,Brest,France,Speed Suit,Travel,124,1194,2005-06-15 01:25:08,2005-06-21 01:16:08,4.99,2,3774,2,5,2005-06-15,01:25:08,2005-06
84,Perry Sara,Atlixco,Mexico,Jumping Wrath,Children,74,1195,2005-06-15 01:37:38,2005-06-17 21:50:38,0.99,2,2272,2,2,2005-06-15,01:37:38,2005-06
52,Sanchez Julie,A Corua (La Corua),Spain,Desert Poseidon,Horror,64,1196,2005-06-15 01:38:31,2005-06-18 06:55:31,4.99,1,994,1,3,2005-06-15,01:38:31,2005-06
349,Gilliland Joe,Imus,Philippines,Spy Mile,Games,112,1197,2005-06-15 01:42:46,2005-06-20 00:22:46,2.99,1,3812,1,4,2005-06-15,01:42:46,2005-06
491,Mattox Rick,Mit Ghamr,Egypt,Dream Pickup,Action,135,1198,2005-06-15 01:48:58,2005-06-20 01:07:58,2.99,2,1138,2,4,2005-06-15,01:48:58,2005-06
238,Garrett Nellie,Shimoga,India,Basic Easy,Travel,90,1199,2005-06-15 01:58:50,2005-06-16 20:30:50,2.99,1,253,1,1,2005-06-15,01:58:50,2005-06
516,Noe Elmer,Battambang,Cambodia,Rings Heartbreakers,Action,58,1200,2005-06-15 01:59:51,2005-06-21 21:33:51,1.99,1,3329,1,6,2005-06-15,01:59:51,2005-06
209,Chapman Tonya,Bhilwara,India,Model Fish,Children,175,1201,2005-06-15 02:06:28,2005-06-16 21:38:28,4.99,2,2679,2,1,2005-06-15,02:06:28,2005-06
451,Rea Jim,El Fuerte,Mexico,Neighbors Charade,Sports,161,1202,2005-06-15 02:08:04,2005-06-16 21:56:04,0.99,1,2821,1,1,2005-06-15,02:08:04,2005-06
452,Milner Tom,Abu Dhabi,United Arab Emirates,Jekyll Frogmen,New,58,1203,2005-06-15 02:09:02,2005-06-21 00:04:02,4.99,2,2223,2,5,2005-06-15,02:09:02,2005-06
249,Medina Dora,Tianjin,China,Love Suicides,Horror,181,1204,2005-06-15 02:21:46,2005-06-20 07:14:46,0.99,1,2450,1,5,2005-06-15,02:21:46,2005-06
264,May Gwendolyn,Higashiosaka,Japan,Dorado Notting,Music,139,1206,2005-06-15 02:27:07,2005-06-18 22:46:07,4.99,1,1097,1,3,2005-06-15,02:27:07,2005-06
430,Houle Ray,Dzerzinsk,Russian Federation,Jungle Closer,New,134,1207,2005-06-15 02:27:08,2005-06-19 08:18:08,0.99,2,2277,2,4,2005-06-15,02:27:08,2005-06
376,Gaither Randy,Kurgan,Russian Federation,Coast Rainbow,Documentary,55,1208,2005-06-15 02:30:03,2005-06-18 00:04:03,0.99,2,750,2,2,2005-06-15,02:30:03,2005-06
146,Rice Jamie,Sterling Heights,United States,Fool Mockingbird,Action,158,1209,2005-06-15 02:31:12,2005-06-21 07:39:12,7.99,2,1494,2,6,2005-06-15,02:31:12,2005-06
345,Artis Carl,San Lorenzo,Paraguay,Academy Dinosaur,Documentary,86,1210,2005-06-15 02:57:51,2005-06-20 01:41:51,0.99,2,7,2,4,2005-06-15,02:57:51,2005-06
122,Murray Thelma,Lima,Peru,Rocketeer Mother,Foreign,178,1211,2005-06-15 03:01:20,2005-06-18 07:52:20,0.99,1,3360,1,3,2005-06-15,03:01:20,2005-06
371,Poulin Billy,Cabuyao,Philippines,Shock Cabin,Foreign,79,1212,2005-06-15 03:03:33,2005-06-17 06:31:33,2.99,2,3611,2,2,2005-06-15,03:03:33,2005-06
94,Gonzales Norma,Bislig,Philippines,Prix Undefeated,Family,115,1213,2005-06-15 03:14:05,2005-06-15 21:41:05,2.99,2,3191,2,0,2005-06-15,03:14:05,2005-06
46,Campbell Catherine,Moscow,Russian Federation,Witches Panic,Drama,100,1214,2005-06-15 03:18:40,2005-06-20 07:32:40,4.99,2,4482,2,5,2005-06-15,03:18:40,2005-06
102,Ford Crystal,Ashdod,Israel,Barbarella Streetcar,Sci-Fi,65,1215,2005-06-15 03:21:00,2005-06-19 03:39:00,2.99,2,242,2,4,2005-06-15,03:21:00,2005-06
100,Hayes Robin,Jelets,Russian Federation,Sunrise League,Animation,135,1216,2005-06-15 03:23:48,2005-06-18 03:35:48,4.99,2,3973,2,3,2005-06-15,03:23:48,2005-06
203,Ryan Tara,Gorontalo,Indonesia,Center Dinosaur,Classics,152,1217,2005-06-15 03:24:14,2005-06-18 22:37:14,4.99,1,600,1,3,2005-06-15,03:24:14,2005-06
371,Poulin Billy,Cabuyao,Philippines,Banger Pinocchio,Music,113,1218,2005-06-15 03:24:44,2005-06-21 22:45:44,1.99,1,239,1,6,2005-06-15,03:24:44,2005-06
403,Way Mike,Valparai,India,Innocent Usual,Foreign,178,1221,2005-06-15 03:35:16,2005-06-18 03:11:16,4.99,2,2124,2,2,2005-06-15,03:35:16,2005-06
168,Berry Regina,Jinchang,China,Name Detective,Games,178,1222,2005-06-15 03:38:49,2005-06-17 22:30:49,4.99,2,2799,2,2,2005-06-15,03:38:49,2005-06
50,Collins Diane,Omdurman,Sudan,Enough Raging,Travel,158,1223,2005-06-15 03:38:53,2005-06-20 01:00:53,2.99,1,1299,1,4,2005-06-15,03:38:53,2005-06
369,Wheat Fred,Jurez,Mexico,Gables Metropolis,Family,161,1224,2005-06-15 03:44:25,2005-06-17 03:49:25,0.99,1,1572,1,2,2005-06-15,03:44:25,2005-06
434,Tomlin Eddie,Ozamis,Philippines,Hobbit Alien,Drama,157,1225,2005-06-15 03:45:35,2005-06-19 02:03:35,0.99,1,1929,1,3,2005-06-15,03:45:35,2005-06
409,Moeller Rodney,Deba Habe,Nigeria,Kick Savannah,Travel,179,1226,2005-06-15 03:46:10,2005-06-23 02:00:10,5.99,2,2290,2,7,2005-06-15,03:46:10,2005-06
428,Kruger Herbert,Syktyvkar,Russian Federation,Chicken Hellfighters,Documentary,122,1227,2005-06-15 03:50:03,2005-06-21 23:48:03,3.99,1,654,1,6,2005-06-15,03:50:03,2005-06
398,Meek Antonio,Bag,Brazil,Window Side,Travel,85,1228,2005-06-15 03:50:36,2005-06-17 22:41:36,2.99,2,4473,2,2,2005-06-15,03:50:36,2005-06
468,Cary Tim,Bijapur,India,Instinct Airport,Sports,116,1229,2005-06-15 03:53:13,2005-06-18 04:09:13,2.99,2,2140,2,3,2005-06-15,03:53:13,2005-06
447,Bowens Clifford,Nabereznyje Telny,Russian Federation,Kwai Homeward,Drama,46,1230,2005-06-15 04:04:09,2005-06-16 02:21:09,0.99,2,2324,2,0,2005-06-15,04:04:09,2005-06
391,Gamez Clarence,Izumisano,Japan,Mourning Purple,Sci-Fi,146,1232,2005-06-15 04:18:10,2005-06-17 06:02:10,0.99,2,2743,2,2,2005-06-15,04:18:10,2005-06
550,Brownlee Guy,Zhoushan,China,Turn Star,Animation,80,1233,2005-06-15 04:18:37,2005-06-22 03:36:37,6.99,1,4214,1,6,2005-06-15,04:18:37,2005-06
529,Guillen Erik,Bhimavaram,India,Cleopatra Devil,New,150,1234,2005-06-15 04:21:52,2005-06-22 03:25:52,1.99,1,709,1,6,2005-06-15,04:21:52,2005-06
255,Pearson Irma,Hagonoy,Philippines,Desire Alien,Animation,76,1235,2005-06-15 04:31:28,2005-06-22 10:08:28,2.99,1,1000,1,7,2005-06-15,04:31:28,2005-06
66,Ward Janice,Malm,Sweden,Princess Giant,Documentary,71,1236,2005-06-15 04:34:27,2005-06-18 08:15:27,2.99,1,3182,1,3,2005-06-15,04:34:27,2005-06
205,Carr Eileen,Ciudad del Este,Paraguay,Seabiscuit Punk,Sports,112,1238,2005-06-15 04:49:08,2005-06-20 00:06:08,2.99,1,3534,1,4,2005-06-15,04:49:08,2005-06
444,Hidalgo Marcus,Tartu,Estonia,Snowman Rollercoaster,Animation,62,1239,2005-06-15 04:53:01,2005-06-16 07:03:01,0.99,1,3731,1,1,2005-06-15,04:53:01,2005-06
28,Young Cynthia,Munger (Monghyr),India,Star Operation,Sports,181,1240,2005-06-15 04:58:07,2005-06-17 23:56:07,2.99,2,3841,2,2,2005-06-15,04:58:07,2005-06
62,Cooper Joan,Saint Louis,United States,Wanda Chamber,Games,107,1241,2005-06-15 04:59:43,2005-06-24 03:32:43,6.99,2,4377,2,8,2005-06-15,04:59:43,2005-06
141,Reyes Debbie,Fukuyama,Japan,Conquerer Nuts,Drama,173,1242,2005-06-15 05:05:07,2005-06-22 04:57:07,7.99,2,821,2,6,2005-06-15,05:05:07,2005-06
107,Woods Florence,Merlo,Argentina,Mighty Luck,Documentary,122,1243,2005-06-15 05:07:32,2005-06-21 08:17:32,2.99,2,2629,2,6,2005-06-15,05:07:32,2005-06
515,Rapp Andre,Coquimbo,Chile,Devil Desire,Action,87,1244,2005-06-15 05:08:40,2005-06-20 10:41:40,4.99,1,1026,1,5,2005-06-15,05:08:40,2005-06
234,Fuller Claudia,Jalib al-Shuyukh,Kuwait,Everyone Craft,Foreign,163,1245,2005-06-15 05:09:01,2005-06-22 06:55:01,3.99,2,1314,2,7,2005-06-15,05:09:01,2005-06
357,Rico Keith,Bratislava,Slovakia,Breakfast Goldfinger,New,123,1246,2005-06-15 05:11:19,2005-06-21 02:21:19,5.99,2,431,2,5,2005-06-15,05:11:19,2005-06
544,Nolen Cody,So Bernardo do Campo,Brazil,Stone Fire,Travel,94,1248,2005-06-15 05:33:52,2005-06-19 06:56:52,1.99,1,3878,1,4,2005-06-15,05:33:52,2005-06
38,Gonzalez Martha,Chisinau,Moldova,Voyage Legally,Classics,78,1250,2005-06-15 05:55:40,2005-06-23 03:11:40,2.99,2,4360,2,7,2005-06-15,05:55:40,2005-06
442,Bustamante Leroy,Tongliao,China,Reunion Witches,Drama,63,1251,2005-06-15 05:58:55,2005-06-23 02:45:55,5.99,1,3307,1,7,2005-06-15,05:58:55,2005-06
498,Sanborn Gene,Salala,Oman,Raging Airplane,Sci-Fi,154,1253,2005-06-15 06:06:33,2005-06-21 04:13:33,6.99,1,3242,1,5,2005-06-15,06:06:33,2005-06
571,Chisholm Johnnie,Plock,Poland,Suspects Quills,Action,47,1254,2005-06-15 06:11:16,2005-06-21 06:40:16,4.99,1,3986,1,6,2005-06-15,06:11:16,2005-06
526,Seal Karl,Cape Coral,United States,Fidelity Devil,Horror,118,1255,2005-06-15 06:13:45,2005-06-16 03:59:45,4.99,1,1433,1,0,2005-06-15,06:13:45,2005-06
470,Allard Gordon,Hodeida,Yemen,Fight Jawbreaker,Animation,91,1256,2005-06-15 06:13:57,2005-06-16 06:54:57,0.99,2,1437,2,1,2005-06-15,06:13:57,2005-06
267,Wade Margie,Lengshuijiang,China,Holiday Games,Foreign,78,1257,2005-06-15 06:15:36,2005-06-21 01:04:36,4.99,2,1938,2,5,2005-06-15,06:15:36,2005-06
570,Cromwell Ivan,Monclova,Mexico,Wild Apollo,New,181,1259,2005-06-15 06:37:55,2005-06-23 04:02:55,4.99,1,4460,1,7,2005-06-15,06:37:55,2005-06
586,Stclair Kirk,Tsaotun,Taiwan,Bingo Talented,Sci-Fi,150,1260,2005-06-15 06:42:25,2005-06-16 10:44:25,2.99,1,330,1,1,2005-06-15,06:42:25,2005-06
95,Bryant Paula,Pathankot,India,Louisiana Harry,Family,70,1261,2005-06-15 06:52:57,2005-06-21 01:47:57,1.99,2,2447,2,5,2005-06-15,06:52:57,2005-06
236,Dean Marcia,Tanza,Philippines,Wolves Desire,Travel,55,1262,2005-06-15 06:54:53,2005-06-22 08:09:53,0.99,1,4495,1,7,2005-06-15,06:54:53,2005-06
540,Asher Tyrone,Ruse,Bulgaria,Town Ark,Foreign,136,1263,2005-06-15 06:56:39,2005-06-16 11:08:39,2.99,2,4144,2,1,2005-06-15,06:56:39,2005-06
439,Fennell Alexander,Bergamo,Italy,Trap Guys,Foreign,110,1264,2005-06-15 06:59:39,2005-06-18 08:10:39,4.99,1,4176,1,3,2005-06-15,06:59:39,2005-06
163,Spencer Cathy,Kakamigahara,Japan,Deep Crusade,Documentary,51,1265,2005-06-15 07:00:50,2005-06-19 12:27:50,4.99,2,982,2,4,2005-06-15,07:00:50,2005-06
96,Alexander Diana,Augusta-Richmond County,United States,Jeopardy Encino,Classics,102,1266,2005-06-15 07:11:39,2005-06-21 02:59:39,3.99,1,2230,1,5,2005-06-15,07:11:39,2005-06
509,Fortier Raul,Chapra,India,Unfaithful Kill,Drama,78,1267,2005-06-15 07:21:21,2005-06-17 08:12:21,2.99,1,4246,1,2,2005-06-15,07:21:21,2005-06
142,Burns April,Dundee,United Kingdom,Siege Madre,Family,111,1268,2005-06-15 07:29:30,2005-06-23 12:36:30,1.99,1,3641,1,8,2005-06-15,07:29:30,2005-06
59,Murphy Cheryl,Mysore,India,Amistad Midsummer,New,85,1269,2005-06-15 07:29:59,2005-06-16 13:26:59,2.99,1,108,1,1,2005-06-15,07:29:59,2005-06
395,Turpin Johnny,al-Qadarif,Sudan,Alaska Phantom,Music,136,1270,2005-06-15 07:30:22,2005-06-18 11:31:22,0.99,1,62,1,3,2005-06-15,07:30:22,2005-06
560,Archuleta Jordan,Avellaneda,Argentina,Boiled Dares,Travel,102,1271,2005-06-15 07:32:24,2005-06-21 05:12:24,4.99,1,379,1,5,2005-06-15,07:32:24,2005-06
135,Mason Juanita,Pune,India,Pocus Pulp,Documentary,138,1272,2005-06-15 07:42:58,2005-06-18 12:00:58,0.99,2,3128,2,3,2005-06-15,07:42:58,2005-06
530,Ashcraft Darryl,Ezeiza,Argentina,Blade Polish,Drama,114,1273,2005-06-15 07:52:35,2005-06-21 04:55:35,1.99,2,361,2,5,2005-06-15,07:52:35,2005-06
430,Houle Ray,Dzerzinsk,Russian Federation,Murder Antitrust,Children,166,1274,2005-06-15 07:52:52,2005-06-20 10:01:52,2.99,1,2765,1,5,2005-06-15,07:52:52,2005-06
214,Johnston Kristin,Sunnyvale,United States,Darn Forrester,Action,185,1275,2005-06-15 07:55:43,2005-06-20 06:30:43,4.99,2,950,2,4,2005-06-15,07:55:43,2005-06
388,Morrell Craig,Cavite,Philippines,Forrester Comancheros,Animation,112,1276,2005-06-15 08:00:13,2005-06-24 02:55:13,6.99,2,1508,2,8,2005-06-15,08:00:13,2005-06
464,Kenyon Jerome,Rancagua,Chile,Alien Center,Foreign,46,1277,2005-06-15 08:01:29,2005-06-22 07:16:29,4.99,2,76,2,6,2005-06-15,08:01:29,2005-06
191,Greene Jeanette,Novoterkassk,Russian Federation,Wind Phantom,Games,111,1278,2005-06-15 08:09:12,2005-06-17 04:05:12,0.99,1,4471,1,1,2005-06-15,08:09:12,2005-06
183,Andrews Ida,Luzinia,Brazil,Citizen Shrek,Sci-Fi,165,1279,2005-06-15 08:13:57,2005-06-18 09:36:57,0.99,1,698,1,3,2005-06-15,08:13:57,2005-06
266,Herrera Nora,Salzburg,Austria,Mermaid Insects,Sports,104,1280,2005-06-15 08:16:06,2005-06-21 04:10:06,5.99,2,2597,2,5,2005-06-15,08:16:06,2005-06
511,Benner Chester,Suihua,China,Oz Liaisons,Animation,85,1281,2005-06-15 08:21:39,2005-06-17 11:03:39,2.99,2,2963,2,2,2005-06-15,08:21:39,2005-06
539,Bolin Mathew,Valencia,Venezuela,Artist Coldblooded,Sports,170,1282,2005-06-15 08:25:33,2005-06-21 04:02:33,3.99,2,186,2,5,2005-06-15,08:25:33,2005-06
470,Allard Gordon,Hodeida,Yemen,Primary Glass,Action,53,1283,2005-06-15 08:27:30,2005-06-16 09:46:30,0.99,1,3177,1,1,2005-06-15,08:27:30,2005-06
463,Power Darrell,Halifax,Canada,Fargo Gandhi,Children,130,1284,2005-06-15 08:27:33,2005-06-17 03:58:33,2.99,1,1387,1,1,2005-06-15,08:27:33,2005-06
254,Silva Maxine,Poos de Caldas,Brazil,Disturbing Scarface,Sci-Fi,94,1285,2005-06-15 08:33:06,2005-06-19 07:36:06,2.99,1,1054,1,3,2005-06-15,08:33:06,2005-06
179,Hart Dana,Kirovo-Tepetsk,Russian Federation,Comforts Rush,Travel,76,1286,2005-06-15 08:41:13,2005-06-23 13:13:13,7.99,2,774,2,8,2005-06-15,08:41:13,2005-06
104,Graham Rita,Toulon,France,Trouble Date,Travel,61,1287,2005-06-15 08:41:38,2005-06-22 14:02:38,3.99,2,4204,2,7,2005-06-15,08:41:38,2005-06
456,Ricketts Ronnie,Ziguinchor,Senegal,Contact Anonymous,Travel,166,1288,2005-06-15 08:41:52,2005-06-19 05:30:52,2.99,1,830,1,3,2005-06-15,08:41:52,2005-06
522,Havens Arnold,Santa Rosa,Philippines,Potter Connecticut,Animation,115,1289,2005-06-15 08:44:09,2005-06-21 06:04:09,3.99,1,3154,1,5,2005-06-15,08:44:09,2005-06
540,Asher Tyrone,Ruse,Bulgaria,Hills Neighbors,Action,93,1290,2005-06-15 08:52:44,2005-06-24 13:36:44,4.99,2,1921,2,9,2005-06-15,08:52:44,2005-06
176,Carroll June,Skikda,Algeria,Pilot Hoosiers,Family,50,1291,2005-06-15 08:55:01,2005-06-24 04:22:01,5.99,1,3090,1,8,2005-06-15,08:55:01,2005-06
178,Snyder Marion,Santa Brbara dOeste,Brazil,Working Microcosmos,Travel,74,1292,2005-06-15 09:03:52,2005-06-21 07:53:52,6.99,1,4535,1,5,2005-06-15,09:03:52,2005-06
127,Stevens Elaine,Smolensk,Russian Federation,Nuts Ties,New,145,1293,2005-06-15 09:06:24,2005-06-18 06:58:24,4.99,1,2882,1,2,2005-06-15,09:06:24,2005-06
449,Aquino Oscar,Sirjan,Iran,Open African,Sci-Fi,131,1295,2005-06-15 09:17:20,2005-06-18 10:14:20,4.99,2,2897,2,3,2005-06-15,09:17:20,2005-06
200,Lawson Jeanne,Ashgabat,Turkmenistan,Grit Clockwork,Games,137,1296,2005-06-15 09:23:59,2005-06-19 03:44:59,1.99,2,1760,2,3,2005-06-15,09:23:59,2005-06
4,Jones Barbara,Myingyan,Myanmar,Dogma Family,Animation,122,1297,2005-06-15 09:31:28,2005-06-19 04:33:28,4.99,1,1075,1,3,2005-06-15,09:31:28,2005-06
91,Butler Lois,Bandar Seri Begawan,Brunei,Games Bowfinger,Travel,119,1299,2005-06-15 09:34:50,2005-06-21 12:07:50,4.99,1,1584,1,6,2005-06-15,09:34:50,2005-06
186,Fox Holly,Haldia,India,Malkovich Pet,Classics,159,1300,2005-06-15 09:36:19,2005-06-17 13:54:19,2.99,1,2524,1,2,2005-06-15,09:36:19,2005-06
365,Schwarz Bruce,Okinawa,Japan,Hours Rage,New,122,1303,2005-06-15 09:55:57,2005-06-20 14:26:57,1.99,1,2001,1,5,2005-06-15,09:55:57,2005-06
242,Frazier Glenda,Qinhuangdao,China,Escape Metropolis,Travel,167,1304,2005-06-15 09:56:02,2005-06-24 07:00:02,4.99,2,1304,2,8,2005-06-15,09:56:02,2005-06
8,Wilson Susan,Hamilton,New Zealand,Artist Coldblooded,Sports,170,1305,2005-06-15 09:59:16,2005-06-19 09:48:16,2.99,2,187,2,3,2005-06-15,09:59:16,2005-06
524,Ely Jared,Purwakarta,Indonesia,Insects Stone,Animation,123,1306,2005-06-15 09:59:24,2005-06-19 09:37:24,1.99,1,2132,1,3,2005-06-15,09:59:24,2005-06
507,Rhoads Edgar,Eskisehir,Turkey,Blindness Gun,Sci-Fi,103,1307,2005-06-15 10:06:15,2005-06-20 04:50:15,4.99,2,368,2,4,2005-06-15,10:06:15,2005-06
236,Dean Marcia,Tanza,Philippines,Badman Dawn,Sci-Fi,162,1308,2005-06-15 10:07:48,2005-06-24 15:24:48,5.99,2,220,2,9,2005-06-15,10:07:48,2005-06
200,Lawson Jeanne,Ashgabat,Turkmenistan,League Hellfighters,Classics,110,1309,2005-06-15 10:10:49,2005-06-16 12:44:49,4.99,2,2356,2,1,2005-06-15,10:10:49,2005-06
27,Allen Shirley,Davao,Philippines,Hustler Party,Comedy,83,1310,2005-06-15 10:11:42,2005-06-16 15:00:42,4.99,1,2045,1,1,2005-06-15,10:11:42,2005-06
448,Betancourt Miguel,Erlangen,Germany,Gleaming Jawbreaker,Sports,89,1313,2005-06-15 10:18:34,2005-06-23 06:25:34,5.99,1,1657,1,7,2005-06-15,10:18:34,2005-06
538,Breaux Ted,Baicheng,China,Falcon Volume,Animation,102,1314,2005-06-15 10:21:45,2005-06-21 14:10:45,5.99,1,1359,1,6,2005-06-15,10:21:45,2005-06
405,Schofield Leonard,Tandil,Argentina,State Wasteland,Games,113,1315,2005-06-15 10:23:08,2005-06-21 15:06:08,4.99,2,3844,2,6,2005-06-15,10:23:08,2005-06
138,Warren Hazel,Hohhot,China,Story Side,Action,163,1316,2005-06-15 10:26:23,2005-06-21 09:25:23,0.99,2,3891,2,5,2005-06-15,10:26:23,2005-06
190,Weaver Yolanda,Tabora,Tanzania,Vanishing Rocky,Music,123,1319,2005-06-15 10:39:05,2005-06-18 05:25:05,2.99,1,4296,1,2,2005-06-15,10:39:05,2005-06
84,Perry Sara,Atlixco,Mexico,Witches Panic,Drama,100,1320,2005-06-15 10:42:13,2005-06-17 13:44:13,4.99,2,4484,2,2,2005-06-15,10:42:13,2005-06
204,Schmidt Rosemary,Usak,Turkey,Scissorhands Slums,Foreign,147,1321,2005-06-15 10:49:17,2005-06-16 15:30:17,2.99,1,3516,1,1,2005-06-15,10:49:17,2005-06
217,Bishop Agnes,Sambhal,India,Idols Snatchers,Children,84,1322,2005-06-15 10:55:09,2005-06-18 15:14:09,2.99,1,2076,1,3,2005-06-15,10:55:09,2005-06
187,Riley Brittany,Sumy,Ukraine,Reds Pocus,Music,182,1323,2005-06-15 10:55:17,2005-06-24 09:51:17,6.99,2,3273,2,8,2005-06-15,10:55:17,2005-06
394,Brothers Chris,Gijn,Spain,Coma Head,Travel,109,1324,2005-06-15 11:02:45,2005-06-17 07:14:45,4.99,2,764,2,1,2005-06-15,11:02:45,2005-06
193,Elliott Katie,Kisumu,Kenya,Aladdin Calendar,Sports,63,1325,2005-06-15 11:03:24,2005-06-20 10:54:24,4.99,1,52,1,4,2005-06-15,11:03:24,2005-06
548,Cornish Allan,Tarlac,Philippines,Alamo Videotape,Foreign,126,1326,2005-06-15 11:07:39,2005-06-22 05:55:39,1.99,1,59,1,6,2005-06-15,11:07:39,2005-06
539,Bolin Mathew,Valencia,Venezuela,Borrowers Bedazzled,Animation,63,1327,2005-06-15 11:11:39,2005-06-22 10:45:39,0.99,1,403,1,6,2005-06-15,11:11:39,2005-06
359,Markham Willie,Almirante Brown,Argentina,Driving Polish,Music,175,1329,2005-06-15 11:25:06,2005-06-17 16:10:06,4.99,2,1154,2,2,2005-06-15,11:25:06,2005-06
